Year,Geo_Lvl,Geo_Cd,Geo_Desc,Plan_Type,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2020,State,38,North Dakota,FFS,27660,868597,3.18,-2.58,0.41,828,2.99,-5.13,-0.06
2020,State,38,North Dakota,MC,32,75308,0.04,-8.67,-3.47,0,0,-7.79,-3.28
2020,State,39,Ohio,All,971893,39809507,2.44,-3.71,-0.09,46519,4.79,-0.31,-0.36
2020,State,39,Ohio,FFS,65954,3055997,2.16,-2.6,-0.17,5739,8.7,-0.07,0.44
2020,State,39,Ohio,MC,905939,36753510,2.46,-3.89,-0.08,40780,4.5,-0.2,-0.4
2020,State,40,Oklahoma,All,212083,4974334,4.26,-3.37,-0.16,16637,7.84,-0.62,-0.24
2020,State,40,Oklahoma,FFS,212083,4974334,4.26,-3.37,-0.16,16637,7.84,-0.62,-0.24
2020,State,40,Oklahoma,MC,0,0,,,,0,,,
2020,State,41,Oregon,All,375868,9538960,3.94,-4.54,-0.22,45316,12.06,4.3,1.41
2020,State,41,Oregon,FFS,11075,2231708,0.5,-2.03,-0.39,359,3.24,-4.92,-12.33
2020,State,41,Oregon,MC,364793,7307252,4.99,-5.22,-0.14,44957,12.32,4.59,1.92
2020,State,42,Pennsylvania,All,498079,31203728,1.6,-4.41,-0.31,48656,9.77,1.11,0.05
2020,State,42,Pennsylvania,FFS,5455,486987,1.12,-3.07,-0.07,619,11.35,1.85,-4.29
2020,State,42,Pennsylvania,MC,492624,30716741,1.6,-4.5,-0.33,48037,9.75,1.12,0.13
2020,State,44,Rhode Island,All,66193,3131691,2.11,-2.77,-0.13,5698,8.61,2.13,0.44
2020,State,44,Rhode Island,FFS,1683,141839,1.19,-2.25,-0.11,170,10.1,-1.13,-2.83
2020,State,44,Rhode Island,MC,64510,2989852,2.16,-2.84,-0.13,5528,8.57,2.35,0.53
2020,State,45,South Carolina,All,152339,6456423,2.36,-4.18,-0.39,11997,7.88,1.53,0.62
2020,State,45,South Carolina,FFS,22951,1042420,2.2,-2.06,-0.08,2149,9.36,1.36,0.6
2020,State,45,South Carolina,MC,129388,5414003,2.39,-4.64,-0.46,9848,7.61,1.48,0.6
2020,State,46,South Dakota,All,24273,846574,2.87,-3.19,-0.17,2302,9.48,0.13,-0.46
2020,State,46,South Dakota,FFS,24273,846574,2.87,-3.19,-0.17,2302,9.48,0.13,-0.46
2020,State,46,South Dakota,MC,0,0,,,,0,,,
2020,State,47,Tennessee,All,521007,13468682,3.87,-3.92,1.43,229213,43.99,37.16,40.35
2020,State,47,Tennessee,FFS,289074,12035840,2.4,-5.68,-0.23,10812,3.74,-3.09,0.02
2020,State,47,Tennessee,MC,231933,1432842,16.19,16.19,15.31,218401,94.17,,92.65
2020,State,48,Texas,All,636819,26220306,2.43,-1.41,-0.03,28037,4.4,-0.51,0
2020,State,48,Texas,FFS,9150,744641,1.23,-0.49,-0.62,386,4.22,-0.16,0.72
2020,State,48,Texas,MC,627669,25475665,2.46,-1.69,-0.01,27651,4.41,-0.53,-0.01
2020,State,49,Utah,All,124866,3056343,4.09,-3.64,-0.22,11087,8.88,-2.07,-0.7
2020,State,49,Utah,FFS,22638,1327112,1.71,-3.35,-0.77,1313,5.8,-4.74,0.21
2020,State,49,Utah,MC,102228,1729231,5.91,-4.13,-0.17,9774,9.56,-1.57,-1.59
2020,State,50,Vermont,All,42788,1455947,2.94,-4.09,-0.27,6278,14.67,0.71,-0.05
2020,State,50,Vermont,FFS,42738,1438745,2.97,-4.06,,,,,
2020,State,50,Vermont,MC,50,17202,0.29,,,,,,
2020,State,51,Virginia,All,2421644,18861371,12.84,7.12,2.49,2081400,85.95,78.69,5.5
2020,State,51,Virginia,FFS,55723,389860,14.29,10.86,-3.49,51096,91.7,84.25,-0.23
2020,State,51,Virginia,MC,2365921,18471511,12.81,6.65,2.73,2030304,85.81,78.57,6.09
2020,State,53,Washington,All,522028,13589083,3.84,-4.27,-0.24,41223,7.9,-1.44,-0.28
2020,State,53,Washington,FFS,22465,626837,3.58,-6.6,-2.84,1249,5.56,-1.6,1.38
2020,State,53,Washington,MC,499563,12962246,3.85,-3.97,-0.08,39974,8,-1.73,-0.6
2020,State,54,West Virginia,All,167406,8518818,1.97,-3.63,-0.18,7012,4.19,-0.72,0.36
2020,State,54,West Virginia,FFS,,8293447,,,,,,,
2020,State,54,West Virginia,MC,,225371,,,,,,,
2020,State,55,Wisconsin,All,483262,10569244,4.57,-3.94,-0.14,109991,22.76,7.56,1.98
2020,State,55,Wisconsin,FFS,483262,10569244,4.57,-3.96,-0.14,109991,22.76,7.62,1.97
2020,State,55,Wisconsin,MC,0,0,,,,0,,,
2020,State,56,Wyoming,All,17835,413199,4.32,-3,-0.11,2107,11.81,2.11,0.96
2020,State,56,Wyoming,FFS,17835,413199,4.32,-3,-0.11,2107,11.81,2.11,0.96
2020,State,56,Wyoming,MC,0,0,,,,0,,,
2019,National,,National,All,22058928,679767097,3.25,-3.22,-0.44,3119928,14.14,6.66,4.62
2019,National,,National,FFS,5996798,188138872,3.19,-3.2,-0.56,804447,13.41,5.05,1.15
2019,National,,National,MC,16062130,491628225,3.27,-3.26,-0.39,2315481,14.42,7.56,6.01
2019,State,01,Alabama,All,224307,7229386,3.1,-3.23,-1.08,10307,4.6,0.16,0.48
2019,State,01,Alabama,FFS,224307,7229386,3.1,-3.23,-1.08,10307,4.6,0.16,0.48
2019,State,01,Alabama,MC,0,0,,,,0,,,
2019,State,02,Alaska,All,65389,1433657,4.56,-3.33,-1.2,8268,12.64,0.88,-0.71
2019,State,02,Alaska,FFS,65389,1433657,4.56,-3.33,-1.2,8268,12.64,0.88,-0.71
2019,State,02,Alaska,MC,0,0,,,,0,,,
2019,State,04,Arizona,All,595124,14954631,3.98,-5.15,-0.76,44314,7.45,-2.78,-0.51
2019,State,04,Arizona,FFS,9717,149080,6.52,-9.48,-2.37,591,6.08,-2.32,0.19
2019,State,04,Arizona,MC,585407,14805551,3.95,-5.12,-0.75,43723,7.47,-2.79,-0.53
2019,State,05,Arkansas,All,216695,5017840,4.32,-3.12,-0.88,8129,3.75,-0.35,-1.06
2019,State,05,Arkansas,FFS,203686,4251478,4.79,-2.65,-0.41,7713,3.79,-0.31,-1.02
2019,State,05,Arkansas,MC,13009,766362,1.7,,,416,3.2,,
2019,State,06,California,All,2763904,86754095,3.19,-3.13,-0.59,174298,6.31,-0.06,-0.16
2019,State,06,California,FFS,672529,22698097,2.96,-2.77,-0.51,60072,8.93,0.4,-0.01
2019,State,06,California,MC,2091375,64055998,3.26,-3.45,-0.63,114226,5.46,0.31,-0.2
2019,State,08,Colorado,All,419271,7601683,5.52,-5.58,-1.15,38808,9.26,1.03,0.01
2019,State,08,Colorado,FFS,397708,7060304,5.63,-5.47,-1.13,36970,9.3,1.07,0
2019,State,08,Colorado,MC,21563,541379,3.98,,-1.4,1838,8.52,,0.19
2019,State,09,Connecticut,All,294479,9250370,3.18,-3.56,-0.34,22998,7.81,-1.7,0.81
2019,State,09,Connecticut,FFS,294479,9250370,3.18,-3.56,-0.34,22998,7.81,-1.7,0.81
2019,State,09,Connecticut,MC,0,0,,,,0,,,
2019,State,10,Delaware,All,90200,2791832,3.23,-4.66,-0.89,14353,15.91,-0.96,-0.72
2019,State,10,Delaware,FFS,1042,58720,1.77,-6.74,-0.15,45,4.32,-12.55,1.64
2019,State,10,Delaware,MC,89158,2733112,3.26,3.26,-0.92,14308,16.05,,-0.77
2019,State,11,District of Columbia,All,59197,2129273,2.78,-2.33,-0.57,2366,4,-1.26,-0.23
2019,State,11,District of Columbia,FFS,25360,854530,2.97,-2.62,-0.28,1679,6.62,-2.67,-0.84
2019,State,11,District of Columbia,MC,33837,1274743,2.65,-2.15,-0.77,687,2.03,-0.27,0
2019,State,12,Florida,All,692903,26838208,2.58,-2.92,-0.58,49579,7.16,-1.2,0.1
2019,State,12,Florida,FFS,20316,1498836,1.36,-3.33,0.02,1666,8.2,0.95,1.07
2019,State,12,Florida,MC,672587,25339372,2.65,-3.33,-0.67,47913,7.12,-1.76,0.06
2019,State,13,Georgia,All,596565,15615850,3.82,-2.84,-0.47,35182,5.9,0.93,-0.08
2019,State,13,Georgia,FFS,350076,7159354,4.89,-2.64,-0.39,30615,8.75,1.29,-0.42
2019,State,13,Georgia,MC,246489,8456496,2.91,-2.95,-0.55,4567,1.85,-0.17,-0.1
2019,State,15,Hawaii,All,86100,2204037,3.91,-3.48,-0.68,7898,9.17,-1.71,-1.25
2019,State,15,Hawaii,FFS,674,4891,13.78,-6.32,-1.21,0,0,,
2019,State,15,Hawaii,MC,85426,2199146,3.88,-3.46,-0.68,7898,9.25,,
2019,State,16,Idaho,All,84108,2321760,3.62,-4.25,-0.49,6667,7.93,-1.33,-0.57
2019,State,16,Idaho,FFS,84108,2321760,3.62,-4.25,-0.49,6667,7.93,-1.33,-0.57
2019,State,16,Idaho,MC,0,0,,,,0,,,
2019,State,17,Illinois,All,847346,25524683,3.32,-2.72,-0.48,28228,3.33,-0.36,-0.04
2019,State,17,Illinois,FFS,45095,2252638,2,-4.24,-1.1,1281,2.84,-0.51,-0.42
2019,State,17,Illinois,MC,802251,23272045,3.45,-2.06,-0.48,26947,3.36,-1.34,-0.02
2019,State,18,Indiana,All,544444,14845369,3.67,-4.4,-0.48,31327,5.75,-2.08,-0.19
2019,State,18,Indiana,FFS,47186,2047016,2.31,-5.9,-0.04,3926,8.32,0.49,-1.78
2019,State,18,Indiana,MC,497258,12798353,3.89,3.74,-0.51,27401,5.51,5.51,-0.11
2019,State,19,Iowa,All,274588,5888095,4.66,-1.86,0,126288,45.99,39.66,12.72
2019,State,19,Iowa,FFS,9488,191350,4.96,,0.53,3657,38.54,,24.63
2019,State,19,Iowa,MC,265100,5696745,4.65,,-0.02,122631,46.26,,11.85
2019,State,20,Kansas,All,106610,3227787,3.3,-4.05,-1.23,8264,7.75,-2.33,-1.75
2019,State,20,Kansas,FFS,311,19415,1.6,-0.77,0.19,16,5.14,-2.74,-5.74
2019,State,20,Kansas,MC,106299,3208372,3.31,-4.05,-1.24,8248,7.76,-2.32,-1.74
2019,State,21,Kentucky,All,659805,22136780,2.98,-2.04,-0.56,17984,2.73,-2.14,-0.32
2019,State,21,Kentucky,FFS,10836,802618,1.35,-1.19,-0.84,665,6.14,-8.01,-0.29
2019,State,21,Kentucky,MC,648969,21334162,3.04,-2.24,-0.55,17319,2.67,-1.72,-0.3
2019,State,22,Louisiana,All,619395,19012647,3.26,-3.16,-0.64,14317,2.31,-0.93,0.2
2019,State,22,Louisiana,FFS,7459,766348,0.97,-4.29,-0.15,663,8.89,5.36,-1.89
2019,State,22,Louisiana,MC,611936,18246299,3.35,-4.23,-0.67,13654,2.23,-0.81,0.24
2019,State,23,Maine,All,71943,2109193,3.41,-2.96,-0.36,10105,14.05,1.56,-1.2
2019,State,23,Maine,FFS,71943,2109193,3.41,-2.96,-0.36,10105,14.05,1.56,-1.2
2019,State,23,Maine,MC,0,0,,,,0,,,
2019,State,24,Maryland,All,517154,13670866,3.78,-3.46,-0.52,53607,10.37,0.46,-0.37
2019,State,24,Maryland,FFS,24001,4537465,0.53,-1.13,-0.11,2782,11.59,-2.21,0.29
2019,State,24,Maryland,MC,493153,9133401,5.4,-4.31,-0.65,50825,10.31,0.7,-0.4
2019,State,25,Massachusetts,All,368830,16433581,2.24,-3.31,-0.38,35364,9.59,0.91,0.01
2019,State,25,Massachusetts,FFS,176076,7949272,2.22,-2.51,-0.33,17916,10.18,0.53,0.09
2019,State,25,Massachusetts,MC,192754,8484309,2.27,-4.01,-0.41,17448,9.05,1.03,-0.1
2019,State,26,Michigan,All,1038345,27327183,3.8,-5.17,-0.84,58580,5.64,-0.14,-0.12
2019,State,26,Michigan,FFS,85238,8498784,1,-2.33,-0.31,6754,7.92,0.92,0.27
2019,State,26,Michigan,MC,953107,18828399,5.06,-7,-1.09,51826,5.44,-0.16,-0.14
2019,State,27,Minnesota,All,320728,11421257,2.81,-3.66,-0.56,25444,7.93,0.27,-0.06
2019,State,27,Minnesota,FFS,45200,1914609,2.36,-3.24,-0.37,4093,9.06,0.41,-0.68
2019,State,27,Minnesota,MC,275528,9506648,2.9,-3.84,-0.6,21351,7.75,0.35,0.03
2019,State,28,Mississippi,All,196486,5353099,3.67,-3.61,-0.86,9215,4.69,1.19,0.03
2019,State,28,Mississippi,FFS,28803,924112,3.12,-0.83,-0.52,2099,7.29,3.55,0.18
2019,State,28,Mississippi,MC,167683,4428987,3.79,-6.51,-0.94,7116,4.24,0.83,0.01
2019,State,29,Missouri,All,354685,10938111,3.24,-3.4,-0.73,28104,7.92,-0.8,-1.24
2019,State,29,Missouri,FFS,354685,10938111,3.24,-3.4,-0.73,28104,7.92,-0.8,-1.24
2019,State,29,Missouri,MC,0,0,,,,0,,,
2019,State,30,Montana,All,300501,3050400,9.85,1.7,0.37,181069,60.26,48.9,9.53
2019,State,30,Montana,FFS,300501,3050400,9.85,1.7,0.37,181069,60.26,48.9,9.53
2019,State,30,Montana,MC,0,0,,,,0,,,
2019,State,31,Nebraska,All,75085,2419773,3.1,-3.07,-0.82,8796,11.71,2.25,-0.55
2019,State,31,Nebraska,FFS,199,8834,2.25,-4.08,-1.8,16,8.04,-1.68,-4.24
2019,State,31,Nebraska,MC,74886,2410939,3.11,-0.31,-0.81,8780,11.72,10.57,-0.54
2019,State,32,Nevada,All,282623,5786403,4.88,-4.94,-0.58,24498,8.67,-0.12,-0.53
2019,State,32,Nevada,FFS,107665,1809377,5.95,-3.79,-0.6,12274,11.4,-0.7,-0.59
2019,State,32,Nevada,MC,174958,3977026,4.4,-5.51,-0.54,12224,6.99,1.46,-0.47
2019,State,33,New Hampshire,All,48672,2005884,2.43,-3.85,-0.22,6701,13.77,-0.37,-0.61
2019,State,33,New Hampshire,FFS,1216,46332,2.62,-3.6,-0.56,146,12.01,0.81,3.17
2019,State,33,New Hampshire,MC,47456,1959552,2.42,-3.87,-0.18,6555,13.81,-0.85,-1.27
2019,State,34,New Jersey,All,496198,18788625,2.64,-2.44,-0.31,41653,8.39,-0.01,-0.34
2019,State,34,New Jersey,FFS,10136,413950,2.45,-2.97,-0.52,2003,19.76,-1.39,0.05
2019,State,34,New Jersey,MC,486062,18374675,2.65,-2.41,-0.3,39650,8.16,0.67,-0.33
2019,State,35,New Mexico,All,202092,5018066,4.03,-3.78,-0.65,7305,3.61,-2.24,-0.28
2019,State,35,New Mexico,FFS,13402,317280,4.22,-5.29,-1.13,548,4.09,1.92,-0.11
2019,State,35,New Mexico,MC,188690,4700786,4.01,-3.76,-0.63,6757,3.58,-2.39,-0.29
2019,State,36,New York,All,1138548,65568118,1.74,-1.51,-0.26,89809,7.89,-1.24,-0.51
2019,State,36,New York,FFS,79663,8372224,0.95,-1.09,-0.05,10936,13.73,-1.25,-0.61
2019,State,36,New York,MC,1058885,57195894,1.85,-1.57,-0.27,78873,7.45,-1.19,-0.62
2019,State,37,North Carolina,All,520129,15514523,3.35,-3.98,-0.65,59322,11.41,2.23,0.41
2019,State,37,North Carolina,FFS,520129,15514523,3.35,-3.98,-0.65,59322,11.41,2.23,0.41
2019,State,37,North Carolina,MC,0,0,,,,0,,,
2019,State,38,North Dakota,All,29731,952654,3.12,-4.18,-0.71,942,3.17,-4.52,-1.17
2019,State,38,North Dakota,FFS,13977,503895,2.77,-3.66,-0.49,426,3.05,-5.03,-1.35
2019,State,38,North Dakota,MC,15754,448759,3.51,-6.45,-1.11,516,3.28,-3.63,-0.99
2019,State,39,Ohio,All,1063068,42058457,2.53,-4.6,-0.47,54705,5.15,-0.14,-0.22
2019,State,39,Ohio,FFS,77984,3345846,2.33,-3.33,-0.14,6442,8.26,-0.8,-1.1
2019,State,39,Ohio,MC,985084,38712611,2.54,-4.87,-0.51,48263,4.9,0.14,-0.2
2019,State,40,Oklahoma,All,236836,5356994,4.42,-3.91,-0.97,19148,8.08,1.03,-0.82
2019,State,40,Oklahoma,FFS,236836,5356994,4.42,-3.91,-0.97,19148,8.08,1.03,-0.82
2019,State,40,Oklahoma,MC,0,0,,,,0,,,
2019,State,41,Oregon,All,381643,9178879,4.16,-5.29,-0.69,40658,10.65,2.72,4.38
2019,State,41,Oregon,FFS,18778,2102599,0.89,-2.33,-0.49,2923,15.57,8.15,-8.01
2019,State,41,Oregon,MC,362865,7076280,5.13,-6.44,-0.77,37735,10.4,2.42,5.36
2019,State,42,Pennsylvania,All,617650,32261732,1.91,-4.46,-0.84,60009,9.72,0.74,0.57
2019,State,42,Pennsylvania,FFS,10204,858779,1.19,-2.79,-0.2,1596,15.64,-0.45,-0.86
2019,State,42,Pennsylvania,MC,607446,31402953,1.93,-4.58,-0.87,58413,9.62,0.89,0.6
2019,State,44,Rhode Island,All,71802,3199058,2.24,-3.39,-0.28,5869,8.17,2.11,0.52
2019,State,44,Rhode Island,FFS,1957,151066,1.3,-3.03,-0.17,253,12.93,2.85,-1.53
2019,State,44,Rhode Island,MC,69845,3047992,2.29,-3.48,-0.27,5616,8.04,2.32,0.54
2019,State,45,South Carolina,All,178209,6473872,2.75,-4.36,-0.79,12930,7.26,1.38,-0.06
2019,State,45,South Carolina,FFS,25398,1114124,2.28,-2.47,-0.3,2225,8.76,1.74,0.2
2019,State,45,South Carolina,MC,152811,5359748,2.85,-4.77,-0.9,10705,7.01,1.29,-0.13
2019,State,46,South Dakota,All,26421,868851,3.04,-3.68,-0.67,2627,9.94,2.06,-0.04
2019,State,46,South Dakota,FFS,26421,868851,3.04,-3.68,-0.67,2627,9.94,2.06,-0.04
2019,State,46,South Dakota,MC,0,0,,,,0,,,
2019,State,47,Tennessee,All,341187,13992817,2.44,-5.21,-0.93,12411,3.64,-4.23,-0.45
2019,State,47,Tennessee,FFS,327769,12465957,2.63,-5.29,-0.93,12207,3.72,-4.15,-0.46
2019,State,47,Tennessee,MC,13418,1526860,0.88,0.88,-0.58,204,1.52,,-0.58
2019,State,48,Texas,All,731327,29774049,2.46,-2.05,-0.41,32193,4.4,0.11,-0.43
2019,State,48,Texas,FFS,14838,804046,1.85,-0.69,-0.51,519,3.5,-1.84,-0.29
2019,State,48,Texas,MC,716489,28970003,2.47,-2.45,-0.42,31674,4.42,0.25,-0.44
2019,State,49,Utah,All,113118,2623724,4.31,-3.76,-0.51,10832,9.58,-0.37,-0.79
2019,State,49,Utah,FFS,31985,1288696,2.48,-3.59,0.18,1789,5.59,-4.39,-2.06
2019,State,49,Utah,MC,81133,1335028,6.08,-3.76,-0.92,9043,11.15,1.22,0
2019,State,50,Vermont,All,47130,1466352,3.21,-4.93,-0.83,6938,14.72,0.57,-0.44
2019,State,50,Vermont,FFS,,1451178,,,,,,,
2019,State,50,Vermont,MC,,15174,,,,,,,
2019,State,51,Virginia,All,1753480,16947347,10.35,4.01,3.79,1410594,80.45,72.93,16.69
2019,State,51,Virginia,FFS,104328,586628,17.78,13.84,7.02,95912,91.93,81.97,5.98
2019,State,51,Virginia,MC,1649152,16360719,10.08,3.13,4.01,1314682,79.72,72.56,20.55
2019,State,53,Washington,All,575404,14095493,4.08,-4.92,-0.94,47048,8.18,-0.98,0.27
2019,State,53,Washington,FFS,54596,850991,6.42,-4.2,-1.93,2283,4.18,-4.14,0.13
2019,State,53,Washington,MC,520808,13244502,3.93,-4.79,-0.87,44765,8.6,-0.74,0.24
2019,State,54,West Virginia,All,198674,9252345,2.15,-4.75,-0.58,7602,3.83,-0.42,-0.21
2019,State,54,West Virginia,FFS,,8932719,,,,,,,
2019,State,54,West Virginia,MC,,319626,,,,,,,
2019,State,55,Wisconsin,All,501190,10639078,4.71,-4.15,-0.7,104147,20.78,6.62,0.92
2019,State,55,Wisconsin,FFS,497698,10559859,4.71,-4.16,-0.71,103465,20.79,6.7,0.95
2019,State,55,Wisconsin,MC,3492,79219,4.41,-3.36,-0.22,682,19.53,-5.42,-3.67
2019,State,56,Wyoming,All,19609,442330,4.43,-3.37,-0.51,2128,10.85,0.66,0.94
2019,State,56,Wyoming,FFS,19609,442330,4.43,-3.37,-0.51,2128,10.85,0.66,0.94
2019,State,56,Wyoming,MC,0,0,,,,0,,,
2018,National,,National,All,25287108,685892618,3.69,-2.91,-0.89,2406827,9.52,1.74,2.04
2018,National,,National,FFS,7266100,193795575,3.75,-2.7,-0.9,890682,12.26,3.48,2.92
2018,National,,National,MC,18021008,492097043,3.66,-3.08,-0.89,1516145,8.41,1.49,1.66
2018,State,01,Alabama,All,306105,7319465,4.18,-1.86,-0.67,12598,4.12,-0.21,-0.26
2018,State,01,Alabama,FFS,306105,7319465,4.18,-1.86,-0.67,12598,4.12,-0.21,-0.26
2018,State,01,Alabama,MC,0,0,,,,0,,,
2018,State,02,Alaska,All,80390,1396466,5.76,-1.9,-0.75,10735,13.35,1.22,0.86
2018,State,02,Alaska,FFS,80390,1396466,5.76,-1.9,-0.75,10735,13.35,1.22,0.86
2018,State,02,Alaska,MC,0,0,,,,0,,,
2018,State,04,Arizona,All,725158,15301206,4.74,-4.33,-1.29,57752,7.96,-2.91,-1.41
2018,State,04,Arizona,FFS,12439,139929,8.89,-5.91,-2.93,733,5.89,-3.63,0
2018,State,04,Arizona,MC,712719,15161277,4.7,-4.34,-1.28,57019,8,-2.88,-1.43
2018,State,05,Arkansas,All,256150,4922387,5.2,-1.42,-1.14,12308,4.81,0.42,-0.97
2018,State,05,Arkansas,FFS,256150,4922387,5.2,-1.42,,12308,4.81,0.42,
2018,State,05,Arkansas,MC,0,0,,,,0,,,
2018,State,06,California,All,3320845,87963110,3.78,-2.4,-0.69,214933,6.47,-1.09,-0.02
2018,State,06,California,FFS,821002,23671967,3.47,-1.91,-0.69,73401,8.94,-1.57,0.03
2018,State,06,California,MC,2499843,64291143,3.89,-2.88,-0.69,141532,5.66,-0.17,-0.04
2018,State,08,Colorado,All,526878,7893847,6.67,-4.39,-1.47,48730,9.25,-0.28,0.01
2018,State,08,Colorado,FFS,501250,7417273,6.76,-4.3,-1.4,46595,9.3,-0.23,-0.01
2018,State,08,Colorado,MC,25628,476574,5.38,,-2.46,2135,8.33,,0.08
2018,State,09,Connecticut,All,328217,9331066,3.52,-3.5,-0.79,22988,7,-2.09,-1.09
2018,State,09,Connecticut,FFS,328217,9331066,3.52,-3.5,-0.79,22988,7,-2.09,-1.09
2018,State,09,Connecticut,MC,0,0,,,,0,,,
2018,State,10,Delaware,All,104507,2539681,4.12,-4.1,-0.37,17384,16.63,-0.31,-0.12
2018,State,10,Delaware,FFS,1379,71903,1.92,-6.83,-0.68,37,2.68,-14.26,-1.21
2018,State,10,Delaware,MC,103128,2467778,4.18,4.18,-0.37,17347,16.82,,-0.19
2018,State,11,District of Columbia,All,71366,2132075,3.35,-1.98,-0.47,3016,4.23,-0.87,-0.42
2018,State,11,District of Columbia,FFS,28855,887775,3.25,-2.3,-0.52,2154,7.46,-1.12,-0.33
2018,State,11,District of Columbia,MC,42511,1244300,3.42,-1.74,-0.44,862,2.03,-0.31,-0.47
2018,State,12,Florida,All,911893,28869504,3.16,-2.47,-0.93,64419,7.06,-1.02,0.11
2018,State,12,Florida,FFS,31910,2382591,1.34,-3.76,-0.48,2275,7.13,-0.47,0.62
2018,State,12,Florida,MC,879983,26486913,3.32,-3.11,-0.98,62144,7.06,-1.6,0.1
2018,State,13,Georgia,All,689370,16082175,4.29,-2.6,-0.88,41219,5.98,1.2,0.09
2018,State,13,Georgia,FFS,384864,7289055,5.28,-2.51,-0.73,35288,9.17,2.04,-0.1
2018,State,13,Georgia,MC,304506,8793120,3.46,-2.55,-1,5931,1.95,0.13,-0.14
2018,State,15,Hawaii,All,116284,2535314,4.59,-3.39,-0.9,12114,10.42,-0.22,-0.03
2018,State,15,Hawaii,FFS,885,5905,14.99,-9.21,-3.5,,,,
2018,State,15,Hawaii,MC,115399,2529409,4.56,-3.36,-0.89,,,,
2018,State,16,Idaho,All,97329,2369819,4.11,-4.17,-1.17,8276,8.5,-0.66,-0.63
2018,State,16,Idaho,FFS,97329,2369819,4.11,-4.17,-1.17,8276,8.5,-0.66,-0.63
2018,State,16,Idaho,MC,0,0,,,,0,,,
2018,State,17,Illinois,All,942603,24791764,3.8,-1.88,-0.91,31741,3.37,-0.79,-0.18
2018,State,17,Illinois,FFS,121354,3916690,3.1,-2.69,-1.65,3962,3.26,-0.53,0.21
2018,State,17,Illinois,MC,821249,20875074,3.93,-0.94,-0.77,27779,3.38,-4.22,-0.35
2018,State,18,Indiana,All,627549,15135474,4.15,-4.57,-1.13,37254,5.94,-2.62,0.17
2018,State,18,Indiana,FFS,44188,1884378,2.35,-6.55,-0.12,4463,10.1,,-1.1
2018,State,18,Indiana,MC,583361,13251096,4.4,4.17,-1.25,32791,5.62,,0.16
2018,State,19,Iowa,All,235436,5053658,4.66,-1.37,0.1,78340,33.27,26.46,23.6
2018,State,19,Iowa,FFS,13043,294728,4.43,,-0.81,1814,13.91,,7.75
2018,State,19,Iowa,MC,222393,4758930,4.67,,0.14,76526,34.41,,24.56
2018,State,20,Kansas,All,152010,3354085,4.53,-2.77,-1.3,14441,9.5,1.03,-0.77
2018,State,20,Kansas,FFS,285,20154,1.41,-3.61,-0.96,31,10.88,-2.78,-7.96
2018,State,20,Kansas,MC,151725,3333931,4.55,-2.93,-1.29,14410,9.5,1.3,-0.76
2018,State,21,Kentucky,All,802283,22679596,3.54,-1.74,-0.54,24448,3.05,-1.59,-0.13
2018,State,21,Kentucky,FFS,17173,784791,2.19,-0.9,-0.24,1105,6.43,-5.16,-0.62
2018,State,21,Kentucky,MC,785110,21894805,3.59,-2.17,-0.55,23343,2.97,-0.85,-0.12
2018,State,22,Louisiana,All,734775,18862930,3.9,-2.7,-1.11,15474,2.11,-1.11,-0.29
2018,State,22,Louisiana,FFS,9397,835841,1.12,-4.33,-0.41,1013,10.78,7.31,-1.18
2018,State,22,Louisiana,MC,725378,18027089,4.02,-3.94,-1.17,14461,1.99,-1.03,-0.27
2018,State,23,Maine,All,71780,1902774,3.77,-3.11,-0.27,10949,15.25,5.33,-0.25
2018,State,23,Maine,FFS,71780,1902774,3.77,-3.11,-0.27,10949,15.25,5.33,-0.25
2018,State,23,Maine,MC,0,0,,,,0,,,
2018,State,24,Maryland,All,600957,13989965,4.3,-3.02,-0.96,64549,10.74,1.18,-0.86
2018,State,24,Maryland,FFS,29253,4546490,0.64,-1.01,-0.21,3305,11.3,-3.27,-0.42
2018,State,24,Maryland,MC,571704,9443475,6.05,-4.02,-1.35,61244,10.71,1.55,-0.88
2018,State,25,Massachusetts,All,430522,16447052,2.62,-3.37,-0.56,41252,9.58,-0.17,-0.17
2018,State,25,Massachusetts,FFS,198485,7790378,2.55,-2.55,-0.2,20021,10.09,-0.9,-0.38
2018,State,25,Massachusetts,MC,232037,8656674,2.68,-4.24,-0.8,21231,9.15,0.35,-0.2
2018,State,26,Michigan,All,1324664,28526324,4.64,-4.06,-1.38,76280,5.76,-0.31,0.02
2018,State,26,Michigan,FFS,116768,8898519,1.31,-2.01,-0.39,8933,7.65,-0.56,0.39
2018,State,26,Michigan,MC,1207896,19627805,6.15,-5.76,-1.93,67347,5.58,-0.14,-0.01
2018,State,27,Minnesota,All,403003,11966244,3.37,-3.54,-0.77,32197,7.99,0.17,-0.81
2018,State,27,Minnesota,FFS,54348,1993886,2.73,-3.24,-0.71,5291,9.74,0.25,0.34
2018,State,27,Minnesota,MC,348655,9972358,3.5,-3.76,-0.78,26906,7.72,0.41,-0.98
